City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Borovskoy,KZ,53.8,64.15,42.21,34,10,7.76,clear sky
347,Megion,RU,61.0296,76.1136,39.22,89,100,9.48,overcast clouds
348,Taquari,BR,-29.7997,-51.8644,61.3,72,0,6.55,clear sky
349,Narsaq,GL,60.9167,-46.05,39.42,73,100,10.4,light rain
350,Barinitas,VE,8.7622,-70.4111,69.28,82,84,3.74,broken clouds
351,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.23,30,21,2.33,few clouds
352,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,26,0,20.71,clear sky
353,Half Moon Bay,US,37.4636,-122.4286,82.58,71,100,21.85,overcast clouds
354,Kailua,US,21.4022,-157.7394,87.78,75,75,11.5,broken clouds
355,Petrolina De Goias,BR,-16.095,-49.3381,78.1,68,37,2.93,scattered clouds
356,Kaset Sombun,TH,16.2805,101.9542,73.18,94,73,3.02,broken clouds
357,Takoradi,GH,4.8845,-1.7554,75.72,93,99,6.8,overcast clouds
358,Havoysund,NO,70.9963,24.6622,44.83,80,4,15.55,clear sky
359,Clyde River,CA,70.4692,-68.5914,26.83,86,100,17.27,overcast clouds
360,Krasnyy Chikoy,RU,50.3643,108.7512,20.05,93,27,2.8,scattered clouds
361,Sulangan,PH,11.1373,123.7228,83.01,77,99,8.25,overcast clouds
362,Chadan,RU,51.2833,91.5833,26.73,54,0,2.95,clear sky
363,College,US,64.8569,-147.8028,54.07,56,75,9.22,broken clouds
364,Manta,EC,-0.95,-80.7333,82.18,57,40,13.8,scattered clouds
365,Adamovka,RU,51.5223,59.9396,40.5,39,84,7.96,broken clouds
366,Borogontsy,RU,62.6683,131.1683,22.71,85,34,7.87,scattered clouds
367,Kamenka,RU,51.3223,42.7678,53.49,92,90,9.22,overcast clouds
368,Walvis Bay,NA,-22.9575,14.5053,55.09,82,0,9.22,clear sky
369,Batemans Bay,AU,-35.7167,150.1833,57.09,84,100,10.38,light rain
370,Fairbanks,US,64.8378,-147.7164,54.09,56,0,9.22,clear sky
371,Rizoma,GR,39.665,21.735,58.55,47,29,2.64,scattered clouds
372,Ouargaye,BF,11.5033,0.0572,79.02,75,44,6.8,light rain
373,Solnechnyy,RU,50.7214,136.6319,33.44,52,64,7.58,broken clouds
374,Moerai,PF,-22.4333,-151.3333,71.82,64,90,22.08,overcast clouds
375,Ambunti,PG,-4.2365,142.8448,80.64,86,99,1.77,overcast clouds
376,Katsuura,JP,35.1333,140.3,78.12,77,95,10.04,overcast clouds
377,Segovia,ES,41.1667,-4.0,65.43,33,0,3.91,clear sky
378,Nkoyaphiri,BW,-24.6322,25.8314,85.44,15,0,14.97,clear sky
379,Hasaki,JP,35.7333,140.8333,75.6,82,90,24.99,overcast clouds
380,Ningxiang,CN,37.34,111.2052,45.54,79,84,6.35,broken clouds
381,Ranong,TH,9.9658,98.6348,76.87,91,97,2.71,overcast clouds
382,Abbeyleix,IE,52.8992,-7.3575,57.88,92,100,7.0,moderate rain
383,Prado,BR,-17.3411,-39.2208,75.58,78,25,16.33,scattered clouds
384,Topeka,US,39.0483,-95.678,85.51,29,0,9.22,clear sky
385,Lakes Entrance,AU,-37.8811,147.981,56.16,66,100,18.01,light rain
386,Northam,GB,51.0333,-4.2167,61.61,91,100,21.81,overcast clouds
387,Constitucion,CL,-35.3333,-72.4167,52.79,85,95,2.89,overcast clouds
388,Zaraysk,RU,54.7653,38.8836,46.6,82,100,12.12,overcast clouds
389,Nioro,GM,13.35,-15.75,78.84,88,52,8.16,broken clouds
390,Santa Maria,BR,-29.6842,-53.8069,60.1,59,0,8.05,clear sky
391,Bar Harbor,US,44.3876,-68.2039,54.23,73,0,1.99,clear sky
392,La Reforma,MX,25.0833,-108.05,84.11,67,13,8.77,few clouds
393,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,88,0,6.06,clear sky
394,Manama,BH,26.2154,50.5832,84.18,84,0,4.61,haze
395,Sal Rei,CV,16.1833,-22.9167,80.37,77,93,6.71,overcast clouds
396,Mgandu,TZ,-5.95,34.1333,64.18,45,49,9.4,scattered clouds
397,Tabou,CI,4.423,-7.3528,76.23,92,86,6.53,overcast clouds
398,Aksu,CN,41.1231,80.2644,53.55,26,6,3.42,clear sky
399,Noumea,NC,-22.2763,166.4572,75.99,99,1,10.4,clear sky
400,Coolum Beach,AU,-26.5333,153.1,69.33,78,78,8.34,broken clouds
401,Buenos Aires,AR,-34.6132,-58.3772,64.29,81,0,21.85,clear sky
402,Dubrovka,RU,53.6907,33.5071,43.2,95,100,9.91,overcast clouds
403,Jimma,ET,7.6667,36.8333,58.55,94,82,0.83,broken clouds
404,Road Town,VG,18.4167,-64.6167,84.29,89,75,6.91,broken clouds
405,Mugur-Aksy,RU,50.35,90.5,23.45,46,2,4.14,clear sky
406,Guilin,CN,25.2819,110.2864,73.51,75,38,8.19,scattered clouds
407,Gizo,SB,-8.103,156.8419,84.6,66,55,10.58,broken clouds
408,Menongue,AO,-14.6585,17.691,66.31,20,26,6.11,scattered clouds
409,Adzope,CI,6.1069,-3.8619,71.82,99,51,2.84,broken clouds
410,Xichang,CN,27.8964,102.2634,65.01,93,96,2.24,overcast clouds
411,Kilindoni,TZ,-7.9139,39.6668,75.4,81,23,13.29,few clouds
412,San Juan,AR,-31.5375,-68.5364,75.51,28,35,16.15,scattered clouds
413,Saint-Germain-De-Grantham,CA,45.8334,-72.5658,59.81,63,53,3.0,broken clouds
414,Mackay,AU,-21.15,149.2,73.69,63,98,15.35,overcast clouds
415,Shache,CN,38.4167,77.2406,51.71,29,28,4.5,scattered clouds
416,Muncar,ID,-8.4333,114.3333,77.59,85,97,3.4,overcast clouds
417,Shimoda,JP,34.6667,138.95,77.11,82,56,9.51,broken clouds
418,Masuguru,TZ,-11.3667,38.4167,72.5,68,60,4.9,broken clouds
419,Gardez,AF,33.5974,69.2259,53.04,26,0,1.83,clear sky
420,Gold Coast,AU,-28.0,153.4333,72.0,78,100,6.91,overcast clouds
421,Namasuba,UG,0.6894,32.4214,60.1,100,70,2.21,moderate rain
422,Sinop,TR,41.7711,34.8709,52.45,91,100,0.29,overcast clouds
423,Salalah,OM,17.0151,54.0924,78.89,83,0,3.44,clear sky
424,Jaguey Grande,CU,22.5269,-81.1286,75.92,68,53,7.72,light rain
425,Sa Kaeo,TH,13.75,102.3333,73.51,93,77,3.71,light rain
426,Xian,CN,34.2583,108.9286,47.21,84,100,6.8,overcast clouds
427,Hot Springs,US,34.5037,-93.0552,82.8,44,0,4.61,clear sky
428,Ewa Beach,US,21.3156,-158.0072,87.75,61,75,14.97,broken clouds
429,Mayo,US,38.8876,-76.5119,52.68,95,100,5.99,overcast clouds
430,Bandarbeyla,SO,9.4942,50.8122,76.6,87,86,18.57,overcast clouds
431,Ranfurly,NZ,-45.1333,170.1,37.11,80,90,14.12,overcast clouds
432,Aosta,IT,45.7667,7.4167,48.63,79,3,0.65,clear sky
433,Dehloran,IR,32.6941,47.2679,87.51,12,0,11.5,clear sky
434,Namatanai,PG,-3.6667,152.4333,83.64,71,99,12.35,overcast clouds
435,Hami,CN,42.8,93.45,53.76,58,100,7.0,light rain
436,Alanya,TR,36.5438,31.9998,73.53,62,26,3.47,scattered clouds
437,Port Hardy,CA,50.6996,-127.4199,59.18,77,75,8.05,broken clouds
438,Batagay,RU,67.6333,134.6333,15.42,94,96,1.88,overcast clouds
439,Kifri,IQ,34.6959,44.9661,86.2,11,0,10.38,clear sky
440,Port-Gentil,GA,-0.7193,8.7815,78.76,78,40,9.22,scattered clouds
441,Iqaluit,CA,63.7506,-68.5145,35.33,93,100,0.0,light rain
442,Basco,PH,20.4487,121.9702,83.07,77,74,18.7,moderate rain
443,Jiquipilas,MX,16.6667,-93.65,75.7,81,69,6.49,broken clouds
444,Roquetas De Mar,ES,36.7642,-2.6148,70.61,85,54,3.94,broken clouds
445,Jaypur,IN,18.85,82.5833,71.92,95,100,3.76,heavy intensity rain
446,Marsaxlokk,MT,35.8419,14.5431,72.09,78,20,4.61,few clouds
447,Dir,PK,35.2058,71.8756,60.84,52,0,5.53,clear sky
448,Manaus,BR,-3.1019,-60.025,86.49,66,20,4.61,few clouds
449,Matara,LK,5.9485,80.5353,77.7,87,100,11.54,overcast clouds
450,Impfondo,CG,1.6381,18.0667,74.3,80,100,2.44,overcast clouds
451,Batagay-Alyta,RU,67.8006,130.4114,12.81,83,95,2.77,overcast clouds
452,Bereda,ES,43.2686,-7.5406,57.58,79,2,2.1,clear sky
453,Alabaster,US,33.2443,-86.8164,78.85,52,75,4.61,broken clouds
454,Sorland,NO,67.667,12.6934,49.86,88,100,16.15,light rain
455,Tecoanapa,MX,16.5167,-98.75,83.39,71,16,7.92,few clouds
456,Tambacounda,SN,13.7539,-13.7586,86.05,79,0,4.61,clear sky
457,Aquiraz,BR,-3.9014,-38.3911,80.69,80,60,11.92,broken clouds
458,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,93,35,5.77,light rain
459,Gardner,US,42.5751,-71.9981,54.97,87,100,3.44,overcast clouds
460,San Ignacio,BZ,17.1561,-89.0714,87.94,58,20,4.61,few clouds
461,Chapleau,CA,47.8405,-83.4034,66.29,68,75,4.61,broken clouds
462,Camacha,PT,33.0833,-16.3333,65.62,83,20,3.44,few clouds
463,Iwata,JP,34.7,137.85,76.32,80,88,9.8,overcast clouds
464,At-Bashi,KG,41.1702,75.8106,43.27,37,43,0.87,scattered clouds
465,Uithoorn,NL,52.2375,4.8264,62.06,75,75,16.11,broken clouds
466,San Luis,AR,-33.295,-66.3356,71.13,34,18,2.68,few clouds
467,Dargaville,NZ,-35.9333,173.8833,59.68,61,91,13.87,overcast clouds
468,Omboue,GA,-1.5746,9.2618,75.49,83,52,4.97,broken clouds
469,Pisco,PE,-13.7,-76.2167,62.65,72,0,18.41,clear sky
470,Mujiayingzi,CN,42.1167,118.7833,32.63,37,0,5.79,clear sky
471,San Policarpo,PH,12.1791,125.5072,82.78,78,79,5.86,broken clouds
472,Parabel,RU,58.6978,81.4825,37.98,98,100,9.24,overcast clouds
473,Bilibino,RU,68.0546,166.4372,22.08,75,66,4.09,broken clouds
474,La Asuncion,VE,11.0333,-63.8628,83.93,79,45,2.3,scattered clouds
475,Green River,US,41.5286,-109.4662,64.8,34,0,1.99,clear sky
476,Chanute,US,37.6792,-95.4572,84.31,23,0,0.0,clear sky
477,Komsomolskiy,UZ,40.4272,71.7189,63.32,31,36,6.91,scattered clouds
478,Isiro,CD,2.7739,27.616,65.55,99,100,1.66,overcast clouds
479,Santander Jimenez,MX,24.2167,-98.4667,84.51,45,49,12.48,scattered clouds
480,Puri,IN,19.8,85.85,79.32,83,100,12.37,overcast clouds
481,Matagami,CA,49.7502,-77.6328,55.51,94,100,3.44,mist
482,Kidal,ML,18.4411,1.4078,93.67,17,84,8.93,broken clouds
483,Puerto El Triunfo,SV,13.2833,-88.55,90.46,82,100,3.24,overcast clouds
484,Riviere-Au-Renard,CA,48.9957,-64.3971,52.09,71,100,4.18,overcast clouds
485,Ujiie,JP,36.6833,139.9667,67.03,74,98,5.19,overcast clouds
486,Toronto,CA,43.7001,-79.4163,64.49,48,0,5.75,clear sky
487,Eyl,SO,7.9803,49.8164,76.98,81,95,13.49,overcast clouds
488,Gorno-Altaysk,RU,51.9561,85.955,30.79,88,73,5.35,broken clouds
489,Muisne,EC,0.6,-80.0333,74.86,83,93,11.63,overcast clouds
490,Chimbote,PE,-9.0853,-78.5783,62.22,79,32,10.89,scattered clouds
491,Aykhal,RU,66.0,111.5,26.24,90,100,17.58,overcast clouds
492,Severnyy,RU,50.677,36.5532,46.44,93,75,8.95,broken clouds
493,Goundam,ML,16.4145,-3.6708,94.8,12,1,6.22,clear sky
494,Pangai,TO,-19.8,-174.35,82.51,69,75,9.22,broken clouds
495,Barra Do Corda,BR,-5.5,-45.25,86.58,40,95,3.15,overcast clouds
496,Ponta Delgada,PT,37.7333,-25.6667,74.5,94,75,10.36,broken clouds
497,Tygda,RU,53.1167,126.3333,29.79,63,31,10.2,scattered clouds
498,Zeya,RU,53.75,127.2667,30.11,62,29,4.99,scattered clouds
499,Santona,ES,43.4439,-3.4576,64.71,87,0,1.9,clear sky
500,Haverfordwest,GB,51.8017,-4.9691,64.58,97,100,5.99,overcast clouds
501,Hervey Bay,AU,-25.2986,152.8535,67.01,79,51,5.99,broken clouds
502,Ploemeur,FR,47.7333,-3.4333,62.82,92,100,10.36,overcast clouds
503,Haapiti,PF,-17.5667,-149.8667,83.93,70,53,23.04,broken clouds
504,Pringsewu,ID,-5.3582,104.9744,73.29,94,100,4.05,overcast clouds
505,Khash,IR,28.2211,61.2158,66.42,20,0,4.72,clear sky
506,Los Llanos De Aridane,ES,28.6585,-17.9182,74.95,44,75,5.75,broken clouds
507,Tarimoro,MX,20.2833,-100.75,69.67,64,90,2.13,overcast clouds
508,Boffa,GN,10.1667,-14.0333,78.51,93,91,3.04,light rain
509,Dhidhdhoo,MV,6.8833,73.1,81.57,78,100,17.85,overcast clouds
510,Wilmington,US,34.2257,-77.9447,69.71,50,0,8.05,clear sky
511,Balkanabat,TM,39.5108,54.3671,71.17,16,0,12.35,clear sky
512,Rehoboth,NA,-23.3167,17.0833,67.98,17,0,2.57,clear sky
513,Mersing,MY,2.4312,103.8405,75.11,94,40,5.75,scattered clouds
514,Idar,DE,49.7167,7.3,52.14,88,75,4.54,broken clouds
515,Uaua,BR,-9.8414,-39.4817,83.59,29,21,11.9,few clouds
516,Tecolutilla,MX,18.2833,-93.3167,79.75,80,36,9.8,scattered clouds
517,Podor,MR,16.6527,-14.9587,95.97,37,15,12.12,few clouds
518,Marquette,US,46.5333,-87.6335,70.77,67,100,2.55,overcast clouds
519,Manicore,BR,-5.8092,-61.3003,87.75,66,0,2.3,clear sky
520,Baruun-Urt,MN,46.6806,113.2792,23.22,64,3,3.87,clear sky
521,Susurluk,TR,39.9136,28.1578,58.84,84,2,2.8,clear sky
522,Lorengau,PG,-2.0226,147.2712,83.14,79,83,10.87,broken clouds
523,Zyryanka,RU,65.75,150.85,22.62,78,48,20.0,scattered clouds
524,Uvalde,US,29.3669,-99.767,85.32,30,0,8.05,clear sky
525,Marfino,RU,55.7028,37.3822,46.54,84,75,8.95,broken clouds
526,Bentiu,SS,9.2333,29.8333,71.62,90,95,1.05,overcast clouds
527,Lyskovo,RU,56.0328,45.0422,50.43,83,100,14.16,overcast clouds
528,Rodniki,RU,57.1051,41.7305,51.51,91,98,11.88,light rain
529,Hauge,NO,58.3436,6.2812,56.7,98,100,8.46,overcast clouds
530,Camopi,GF,3.1655,-52.3158,79.68,70,88,5.17,overcast clouds
531,Aasiaat,GL,68.7098,-52.8699,21.61,80,25,5.14,scattered clouds
532,Muborak,UZ,39.2553,65.1528,59.54,24,0,8.43,clear sky
533,Olinda,BR,-8.0089,-34.8553,78.53,69,40,9.22,scattered clouds
534,West Wendover,US,40.7391,-114.0733,74.41,23,0,9.22,clear sky
535,Milton,US,34.1322,-84.3007,75.72,54,4,1.01,clear sky
536,Laguna,US,38.421,-121.4238,90.34,38,0,8.05,clear sky
537,San Carlos De Bariloche,AR,-41.1456,-71.3082,47.95,66,40,16.11,scattered clouds
538,Mogadishu,SO,2.0371,45.3438,76.87,88,53,11.9,broken clouds
539,Vanderhoof,CA,54.0166,-124.0198,68.58,49,100,4.68,overcast clouds
540,Vikhorevka,RU,56.1201,101.1636,27.99,96,35,1.34,scattered clouds
541,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,81.59,69,77,1.45,broken clouds
542,Ajdabiya,LY,30.7554,20.2263,72.0,62,0,9.48,clear sky
543,Akdepe,TM,42.0551,59.3788,51.89,19,1,11.21,clear sky
544,Port Macquarie,AU,-31.4333,152.9167,64.71,66,99,6.93,overcast clouds
545,Warsaw,PL,52.2298,21.0118,49.82,89,0,4.61,clear sky
546,Huarmey,PE,-10.0681,-78.1522,63.41,78,22,10.85,few clouds
547,Suixi,CN,33.8907,116.7747,51.03,73,100,4.54,overcast clouds
548,Vanavara,RU,60.34,102.2797,24.19,84,40,7.02,scattered clouds
549,Panzhihua,CN,26.5851,101.7128,68.16,91,81,1.63,broken clouds
550,Sabang,ID,5.8933,95.3214,76.59,87,100,13.18,overcast clouds
551,Lagunas,PE,-5.2269,-75.6753,86.34,48,90,1.5,overcast clouds
552,Gutierrez,CO,4.2547,-74.0025,56.5,97,74,2.1,broken clouds
553,Adrar,MR,20.5022,-10.0711,94.66,16,23,11.27,few clouds
554,Joshimath,IN,30.5667,79.5667,60.69,60,1,5.64,clear sky
555,Bedele,ET,8.456,36.353,55.09,96,63,0.74,light rain
556,Jos,NG,9.9167,8.9,66.0,83,91,1.14,light rain
557,Raton,US,36.9034,-104.4391,61.41,71,100,6.91,light rain
558,Quatre Cocos,MU,-20.2078,57.7625,70.09,79,50,10.71,scattered clouds
559,Kavieng,PG,-2.5744,150.7967,83.89,73,84,15.77,broken clouds
560,Novoagansk,RU,61.9449,76.6625,34.99,94,74,8.5,broken clouds
561,Azangaro,PE,-14.9167,-70.2167,45.73,71,71,6.98,broken clouds
562,Porbandar,IN,21.6422,69.6093,79.88,76,11,8.5,few clouds
563,Sokoto,NG,13.0609,5.239,82.6,62,48,8.12,scattered clouds
564,Vilyuysk,RU,63.7553,121.6247,23.0,83,98,6.29,overcast clouds
565,Atambua,ID,-9.1061,124.8925,76.98,76,97,2.48,overcast clouds
566,Birjand,IR,32.8663,59.2211,55.87,24,0,9.22,clear sky
567,Naifaru,MV,5.4444,73.3657,81.84,77,100,17.54,overcast clouds
568,Jacksonville,US,30.3322,-81.6556,71.82,60,75,9.22,broken clouds
569,Jaisalmer,IN,26.9147,70.9181,82.29,38,30,10.16,scattered clouds
570,Lermontovka,RU,47.1453,134.3383,34.65,54,0,6.96,clear sky
571,Sabla,NG,12.7525,4.7077,83.05,62,72,9.73,broken clouds
572,Male,MV,4.1748,73.5089,82.35,78,75,18.41,broken clouds
573,Itacoatiara,BR,-3.1431,-58.4442,81.66,61,99,2.46,overcast clouds
574,Kieta,PG,-6.2167,155.6333,84.65,67,84,5.91,broken clouds
575,Hualmay,PE,-11.0964,-77.6139,62.4,76,23,11.97,few clouds
576,Castanos,MX,26.7833,-101.4167,76.35,55,88,7.29,overcast clouds
577,Nenjiang,CN,49.1833,125.2167,31.05,39,46,4.45,scattered clouds
578,Yumen,CN,40.2833,97.2,43.05,42,99,5.23,overcast clouds
579,Springfield,US,37.2153,-93.2982,79.03,29,0,6.91,clear sky
580,Chiquilistlan,MX,20.2,-103.8167,68.7,76,88,4.61,overcast clouds
581,Barabai,ID,-2.5833,115.3833,74.75,96,100,1.16,overcast clouds
582,Ancud,CL,-41.8697,-73.8203,48.43,90,28,6.85,light rain
583,Lieksa,FI,63.3167,30.0167,44.92,96,100,0.87,overcast clouds
584,Skelleftea,SE,64.7507,20.9528,44.01,100,100,5.75,overcast clouds
585,Konstantinovka,RU,49.6167,127.9833,32.97,47,1,7.65,clear sky
586,Guarda,PT,40.5373,-7.2658,56.91,43,0,1.95,clear sky
587,High Level,CA,58.5169,-117.136,51.91,62,40,14.97,smoke
588,Timmins,CA,48.4669,-81.3331,64.22,68,100,4.61,overcast clouds
589,Faya,SA,18.3851,42.4509,64.92,27,12,7.67,few clouds
590,San Matias,BO,-16.3667,-58.4,84.2,54,51,6.69,broken clouds
591,Hay River,CA,60.8156,-115.7999,44.58,70,75,13.8,broken clouds
592,Port Jervis,US,41.3751,-74.6927,50.68,94,100,9.37,light rain
593,Dunedin,NZ,-45.8742,170.5036,41.2,78,65,20.4,broken clouds
594,Belle Fourche,US,44.6714,-103.8522,63.5,62,52,9.15,broken clouds
595,Hoquiam,US,46.9809,-123.8893,61.93,82,100,5.75,overcast clouds
596,Pangkalanbuun,ID,-2.6833,111.6167,74.89,96,100,2.26,overcast clouds
597,Lokosovo,RU,61.1333,74.8167,36.66,93,100,5.97,overcast clouds
598,Yulara,AU,-25.2406,130.9889,66.02,43,0,6.15,clear sky
599,Wajir,KE,1.7471,40.0573,77.16,63,47,16.84,scattered clouds
600,Sura,RU,53.8879,45.7419,48.67,89,100,13.76,overcast clouds
601,Innisfail,AU,-17.5333,146.0333,77.41,74,94,9.33,overcast clouds
602,Hambantota,LK,6.1241,81.1185,79.05,79,100,16.22,overcast clouds
603,Muleba,TZ,-1.8397,31.6544,69.3,70,88,7.81,overcast clouds
604,Port Lincoln,AU,-34.7333,135.8667,60.26,85,39,9.37,scattered clouds
605,Calabozo,VE,8.9242,-67.4293,77.94,86,89,1.74,overcast clouds
606,Mankono,CI,8.0586,-6.1897,72.68,93,85,3.47,light rain
607,Mathathane,BW,-22.2687,28.7495,73.13,69,0,24.54,clear sky
608,Sovetskiy,RU,61.3614,63.5842,45.91,94,69,2.1,broken clouds
609,Ust-Ishim,RU,57.6935,71.1665,44.31,96,92,3.67,overcast clouds
610,Aksarka,RU,66.5606,67.7975,33.66,85,7,1.74,clear sky
611,Chihuahua,MX,28.5,-106.0,77.2,32,1,9.13,clear sky
612,Coihaique,CL,-45.5752,-72.0662,51.75,54,75,6.91,broken clouds
613,Goderich,CA,43.7501,-81.7165,61.92,67,10,3.44,clear sky
614,Anisoc,GQ,1.8658,10.7689,68.23,100,94,1.36,overcast clouds
615,Maua,BR,-23.6678,-46.4614,64.2,93,99,4.99,overcast clouds
616,Jasper,US,37.2001,-94.3502,84.11,27,0,5.75,clear sky
617,Pasni,PK,25.2631,63.471,78.26,88,2,7.7,clear sky
618,Shagonar,RU,51.5333,92.8,29.82,63,0,1.34,clear sky
619,Dukat,RU,62.55,155.55,14.68,95,100,16.31,snow
620,Padang,ID,-0.9492,100.3543,75.02,89,100,4.47,moderate rain
621,Nur,PL,52.6683,22.3221,44.6,91,12,6.49,few clouds
622,Guhagar,IN,17.4842,73.1929,77.09,93,87,6.87,overcast clouds
623,Senneterre,CA,48.3835,-77.2328,51.39,87,81,1.19,broken clouds
624,Oum Hadjer,TD,13.2954,19.6966,82.72,55,20,6.76,few clouds
625,Praia,CV,14.9215,-23.5087,77.54,88,40,1.14,scattered clouds
626,Kirakira,SB,-10.4544,161.9205,84.6,67,28,11.61,scattered clouds
627,Russkiy,RU,43.0147,131.8642,30.06,45,0,14.09,clear sky
628,Guane,CU,22.2025,-84.0875,76.69,62,13,6.33,few clouds
629,Kudinovo,RU,54.9994,36.2533,42.64,92,100,10.96,overcast clouds
630,Larsnes,NO,62.2028,5.5773,51.62,85,84,18.01,broken clouds
631,Flinders,AU,-34.5833,150.8552,61.38,79,100,4.0,light rain
632,Sioux Lookout,CA,50.1001,-91.917,60.87,88,100,3.44,overcast clouds
633,Springdale,US,36.1867,-94.1288,82.13,33,0,6.91,clear sky
634,Kodinsk,RU,58.6881,99.1844,23.13,97,28,4.12,scattered clouds
635,Panaba,MX,21.2833,-88.2667,79.99,54,58,12.46,broken clouds
636,Saran,FR,47.9501,1.876,57.22,87,40,4.61,scattered clouds
637,Hluti,SZ,-27.2167,31.6167,63.07,75,100,0.92,overcast clouds
638,Tura,IN,25.5198,90.2201,71.15,90,81,1.72,broken clouds
639,Zhangjiakou,CN,40.81,114.8794,35.4,32,28,4.05,scattered clouds
640,Maragogi,BR,-9.0122,-35.2225,74.8,75,3,6.78,clear sky
641,Gambissara,SN,13.2382,-14.3108,80.37,82,48,5.79,scattered clouds
642,Alugan,PH,12.2188,125.4808,82.53,78,80,5.64,broken clouds
643,Traverse City,US,44.7631,-85.6206,71.67,54,75,9.22,broken clouds
644,Palmer,US,42.1584,-72.3287,57.24,79,100,12.66,overcast clouds
645,Sangar,RU,63.9242,127.4739,20.5,78,21,8.12,few clouds
646,Donegal,IE,54.65,-8.1167,54.36,97,100,4.09,overcast clouds
647,Coquimbo,CL,-29.9533,-71.3436,56.93,71,20,9.22,few clouds
648,Abancay,PE,-13.6339,-72.8814,65.97,59,63,5.53,broken clouds
649,Malinovoye Ozero,RU,51.6753,79.7825,34.09,57,38,5.23,scattered clouds
650,Bud,US,39.447,-86.1758,75.15,39,0,3.89,clear sky
651,Port Blair,IN,11.6667,92.75,77.7,86,100,1.54,overcast clouds
652,Salinas,US,36.6777,-121.6555,86.99,67,0,13.8,clear sky
653,Bitung,ID,1.4451,125.1824,76.05,82,96,4.76,overcast clouds
654,Dandong,CN,40.1292,124.3947,39.22,55,14,12.28,few clouds
655,Safford,US,32.834,-109.7076,72.52,53,0,6.91,clear sky
656,Fare,PF,-16.7,-151.0167,77.59,74,16,26.17,light rain
657,Bulembu,SZ,-25.9667,31.1333,56.39,86,98,2.42,overcast clouds
658,Sergeyevka,KZ,53.88,67.4158,43.16,35,34,7.29,scattered clouds
659,Antanifotsy,MG,-19.65,47.3167,53.64,61,0,2.04,clear sky
660,Camana,PE,-16.6228,-72.7111,60.64,78,57,6.89,broken clouds
661,Saint-Leu,RE,-21.15,55.2833,68.83,80,20,4.85,few clouds
662,Farafangana,MG,-22.8167,47.8333,67.86,89,7,9.13,clear sky
663,Ust-Nera,RU,64.5667,143.2,13.53,92,100,6.62,overcast clouds
664,Ornskoldsvik,SE,63.2909,18.7153,49.15,93,100,14.97,light rain
665,Iznik,TR,40.4286,29.7211,49.75,88,47,2.3,light rain
666,Gafanha Da Encarnacao,PT,40.6181,-8.733,62.06,84,0,8.05,clear sky
667,Palana,RU,59.1167,159.9667,43.95,84,100,11.52,overcast clouds
668,Nea Alikarnassos,GR,35.3333,25.1667,69.48,66,20,12.66,few clouds
669,Calama,CL,-22.4667,-68.9333,68.49,3,0,25.32,clear sky
670,Miri,MY,4.4148,114.0089,75.34,100,40,0.0,scattered clouds
671,Ouesso,CG,1.6136,16.0517,69.82,97,77,2.59,broken clouds
672,Wanxian,CN,30.8039,108.3897,63.86,90,97,6.2,overcast clouds
673,Bossangoa,CF,6.4926,17.4552,68.81,93,92,2.28,overcast clouds
674,San Rafael Del Sur,NI,11.8485,-86.4384,88.77,85,84,3.91,broken clouds
675,Ziway,ET,7.9333,38.7167,62.37,81,74,3.4,light rain
676,Hobyo,SO,5.3505,48.5268,76.44,90,43,13.82,scattered clouds
677,Lakselv,NO,70.0513,24.9718,40.82,81,100,17.27,overcast clouds
678,Leningradskiy,RU,69.3833,178.4167,23.67,86,81,5.44,broken clouds
679,Dongying,CN,37.4564,118.4856,48.33,58,0,4.5,clear sky
680,Bathsheba,BB,13.2167,-59.5167,81.21,89,20,24.16,few clouds
681,Chapais,CA,49.7834,-74.8492,49.78,99,100,3.27,overcast clouds
682,Kochki,RU,54.3358,80.4806,40.78,63,100,10.18,overcast clouds
683,Roma,US,43.2128,-75.4557,56.95,77,0,3.44,clear sky
